ingwie.me,suspend,false,false,ArtiBlock: dni (baraag.net),false
ingwie.me; birdsite.ingwie.me,suspend,false,false,ArtiBlock: dni (baraag.net),false
nya.gay,suspend,false,false,ArtiBlock: alt fedi (disqordia.space;worm.pink;miniwa.moe),false
catgirls.nya.gay,suspend,false,false,ArtiBlock: alt fedi (disqordia.space;worm.pink;miniwa.moe),false
vector1.dev,suspend,false,false,ArtiBlock: alt fedi (miku-enthusiast.club;shitposter.club;poridge.club;suya.place;disqordia.space;bae.st;inex.rocks;qoto.org;blob.cat;skippers-bin.com;starnix.network;seal.cafe;valkyrie.world;freespeechextremist.com;asbestos.cafe;shpposter.club;berserker.town),false
cryap-dev1.vector1.dev; git.vector1.dev; akkoma.vector1.dev; cryap-dev2.vector1.dev,suspend,false,false,ArtiBlock: alt fedi (miku-enthusiast.club;shitposter.club;poridge.club;suya.place;disqordia.space;bae.st;inex.rocks;qoto.org;blob.cat;skippers-bin.com;starnix.network;seal.cafe;valkyrie.world;freespeechextremist.com;asbestos.cafe;shpposter.club;berserker.town),false
zsh.li,suspend,false,false,ArtiBlock: dni (gentoo.live;shota.house;pawoo.net;disqordia.space;skinnyver.se),false
princess.zsh.li; lovesyou.zsh.li,suspend,false,false,ArtiBlock: dni (gentoo.live;shota.house;pawoo.net;disqordia.space;skinnyver.se),false
apathy.tv,suspend,false,false,ArtiBlock: alt fedi (kiwifarms.cc;poa.st),false
dembased.xyz,suspend,false,false,ArtiBlock: alt fedi (rebased.io;asbestos.cafe;kyaruc.moe;rojogato.com;liberal.city;kitsunemimi.club;starnix.network;poster.place;natehiggers.online;silliness.observer;detroitriotcity.com;freespeechextremist.com;cum.salon),false
doingyourmom.club,suspend,false,false,ArtiBlock: dni (refusal.biz;hidamari.apartments;ryona.agency),false
dynu.net,suspend,false,false,ArtiBlock: alt fedi (nicecrew.digital;xmrposter.club;detroitriotcity.com;wolfgirl.bar;mugicha.club;lain.com;poa.st;gleasonator.com;squid.kids;ligma.pro),false
fedposters.club,suspend,false,false,ArtiBlock: alt fedi (poa.st),false
freespeech.club,suspend,false,false,ArtiBlock: alt fedi (poa.st),false
incorrigible.moe,suspend,false,false,ArtiBlock: alt fedi (poa.st),false
kabukimono.top,suspend,false,false,ArtiBlock: alt fedi (bae.st;mugicha.club;seal.cafe;silliness.observer),false
lokean.org,suspend,false,false,ArtiBlock: dni (freak.university;nnia.space;youjo.love;shitposter.club),false
m0e.space,suspend,false,false,ArtiBlock: alt fedi (udongein.xyz;shitposter.club;varishangout.net;kitsunemimi.club;collapsitarian.io;shigusegubu.club;post.ebin.club;salushnes.solutions;brotka.st;blob.cat;thebag.social;poa.st;valkyrie.world),false
mcjarbo.com,suspend,false,false,ArtiBlock: alt fedi (chudbuds.lol;poa.st;spinster.xyz;eveningzoo.club;nicecrew.digital),false
neet.church,suspend,false,false,ArtiBlock: alt fedi (cawfee.club;shitposter.club;kafka.icu;freespeechextremist.com;bae.st;poa.st;skippers-bin.com;whinge.town;hidamari.apartments;lainchan.gay;rdrama.cc;gameliberty.club;mugicha.club;gleasonator.com;detroitriotcity.com;kitsunemimi.club;letsalllovela.in;udongein.xyz;handholding.io;waifuism.life;masochi.st;seal.cafe;refusal.biz;wolfgirl.bar;freecumextremist.com;cdrom.tokyo;troll.cafe;varishangout.net;comfyboy.club;minidisc.tokyo;tomo.airen-no-jikken.icu;strelizia.net;spinster.xyz;shortstackran.ch;stereophonic.space;freespeech.group;clubcyberia.co;netzsphaere.xyz;gearlandia.haus;sleepy.cafe;leafposter.club;outpoa.st;chudbuds.lol;disqordia.space),false
nuked.social,suspend,false,false,ArtiBlock: alt fedi (shitposter.club;poa.st;seal.cafe;collapsitarian.io;sneed.vip),false
plagu.ee,suspend,false,false,ArtiBlock: alt fedi (bae.st;freespeechextremist.com;rdrama.cc;gleasonator.com;poa.st;seal.cafe;masochi.st;queer.hacktivis.me;waifuism.life;starnix.network;ryona.agency;kazv.moe),false
rebelbase.site,suspend,false,false,ArtiBlock: alt fedi (shitpost.cloud;gameliberty.club;lain.com;gleasonator.com;borg.social;fediverse.pl;varishangout.net),false
spearman.xyz,suspend,false,false,ArtiBlock: alt fedi (poa.st;shitposter.club;nicecrew.digital;freespeechextremist.com;bae.st;varishangout.net;gleasonator.com;seal.cafe),false
stormcloak.info,suspend,false,false,ArtiBlock: alt fedi (poa.st;eatthebugs.social;dissident.business),false
sweetappleacr.es,suspend,false,false,ArtiBlock: dni (baraag.net),false
thj.no,suspend,false,false,ArtiBlock: alt fedi (shitposter.club;niscii.xyz;poa.st;bae.st),false
tnd.lol,suspend,false,false,ArtiBlock: alt fedi (eveningzoo.club;poa.st;varishangout.net;leafposter.club;nicecrew.digital;wolfgirl.bar;breastmilk.club;geofront.rocks;bae.st;clubcyberia.co;crucible.world;mugicha.club;shitpost.cloud),false
tpo.world,suspend,false,false,ArtiBlock: alt fedi (seal.cafe;chudbuds.lol;poa.st;pieville.net;nicecrew.digital;lovingexpressions.net;shitposter.club;poster.place;geofront.rocks;valkyrie.world),false
tusooa.xyz,suspend,false,false,ArtiBlock: alt fedi (kazv.moe;bae.st;poa.st;queer.hacktivis.me;shigusegubu.club;shpposter.club),false
voluntary.world,suspend,false,false,ArtiBlock: conspiracy,false
whomartthou.com,suspend,false,false,ArtiBlock: alt fedi (federated.fun;varishangout.net;clubcyberia.co;freecumextremist.com;rdrama.cc),false
csdisaster.club,suspend,false,false,ArtiBlock: dni (mirr0r.city;beefyboys.win;cum.salon;refusal.biz); alt fedi (mirr0r.city;tomo.airen-no-jikken.icu;beefyboys.win;cum.salon;refusal.biz;netzsphaere.xyz),false
deadreckoning.cc,suspend,false,false,ArtiBlock: alt fedi (chudbuds.lol),false
endhill.masto.host,suspend,false,false,ArtiBlock: alt fedi (freespeechextremist.com),false
expression.social,suspend,false,false,ArtiBlock: alt fedi (chudbuds.lol;poa.st),false
globalwarming.fun,suspend,false,false,ArtiBlock: alt fedi (poa.st;seal.cafe;iddqd.social;sleepy.cafe;fediverse-lite.com;kiwifarms.cc;bae.st;freespeechextremist.com;hidamari.apartments),false
headcannon.xyz,suspend,false,false,ArtiBlock: alt fedi (chudbuds.lol;bae.st;poa.st;sleepy.cafe;eveningzoo.club),false
headpat.cafe,suspend,false,false,ArtiBlock: dni (baraag.net;pawoo.net),false
himk.am,suspend,false,false,ArtiBlock: alt fedi (kiwifarms.cc;nicecrew.digital;bae.st;shitposter.club),false
ilias.church,suspend,false,false,ArtiBlock: alt fedi (cyberstorm.one;freespeechextremist.com;poa.st;rojogato.com;shitposter.club;yggdrasil.social;bae.st;hidamari.apartments;varishangout.net;leafposter.club),false
kafka.icu,suspend,false,false,ArtiBlock: alt fedi (stereophonic.space;seal.cafe;ligma.pro;chudbuds.lol),false
kyou.social,suspend,false,false,ArtiBlock: dni (shota.house;bae.st;gleasonator.com;baraag.net;hermitmountain.top;pawoo.net),false
treeoflifecomic.com,suspend,false,false,ArtiBlock: alt fedi (poa.st;breastmilk.club;lizards.live;tomo.airen-no-jikken.icu;lain.com;shitposter.club;whinge.town;shota.house;freespeechextremist.com;masochi.st;valkyrie.world),false
voidgaming.co,suspend,false,false,ArtiBlock: alt fedi (poa.st;shitposter.club;bae.st;nicecrew.digital;udongein.xyz;handholding.io),false
ableppo.net,suspend,false,false,ArtiBlock: alt fedi (bikeshed.party;mastodon.ml;bae.st;mugicha.club;disqordia.space),false
adamasnemesis.com,suspend,false,false,ArtiBlock: alt fedi (mastodon.tech;disqordia.space;shitposter.club;stereophonic.space;gleasonator.com;bbs.kawa-kun.com;bae.st;pieville.net;gameliberty.club),false
an.exchange,suspend,false,false,ArtiBlock: alt fedi (shpposter.club;stereophonic.space;sleepy.cafe;breastmilk.club;waifuism.life),false
animesexual.community,suspend,false,false,ArtiBlock: alt fedi (teci.world;beefyboys.win;eveningzoo.club;leafposter.club;plus.st;shitposter.club;the9thcircle.club;outerheaven.club),false
anticom.world,suspend,false,false,ArtiBlock: alt fedi (poa.st),false
apcn.nz,suspend,false,false,ArtiBlock: dni (refusal.biz),false
atyh.cc,suspend,false,false,ArtiBlock: alt fedi (freespeechextremist.com;killrobot.com;campduffel.social;leafposter.club;starnix.network;stereophonic.space;psion.co),false
autistics.life,suspend,false,false,ArtiBlock: dni (stereophonic.space;mirr0r.city),false
avery.garden,suspend,false,false,ArtiBlock: dni (disqordia.space;snowdin.town;posix.gay;refusal.llc),false
azaleth.xyz,suspend,false,false,ArtiBlock: alt fedi (poa.st;lovesick.social;linux.pizza;mastodon.ml;eientei.org;outerheaven.club;kitsunemimi.club;chudbuds.lol;lizards.live;shitposter.club),false
bbad.com,suspend,false,false,ArtiBlock: alt fedi (freespeechextremist.com;shitposter.club;gleasonator.com;lain.com;drastical.tech),false
bbw.network,suspend,false,false,ArtiBlock: alt fedi (poa.st;noagendasocial.com),false
birds.garden,suspend,false,false,ArtiBlock: alt fedi (soykaf.com;disqordia.space;poa.st;bae.st),false
bitcoinlizard.net,suspend,false,false,ArtiBlock: alt fedi (poa.st;shitposter.club;gleasonator.com;noagendasocial.com;rojogato.com),false
blimps.xyz,suspend,false,false,ArtiBlock: dni (earfolds.com;dragonchat.org;cubhub.social),false
bnnuy.space,suspend,false,false,ArtiBlock: dni (cubhub.social;blimps.xyz),false
bunny.cafe,suspend,false,false,ArtiBlock: alt fedi (waifuism.life;silliness.observer;shrine.moe;asbestos.cafe;froth.zone;outerheaven.club;breastmilk.club;stereophonic.space),false
catgirl.is,suspend,false,false,ArtiBlock: alt fedi (disqordia.space;kotobank.ch;lain.com;shitposter.club;outerheaven.club;poa.st),false
cd0.nl,suspend,false,false,ArtiBlock: alt fedi (gleasonator.com;nicecrew.digital;poa.st),false
chaoyu.us,suspend,false,false,ArtiBlock: alt fedi (cawfee.club),false
cheeseland.xyz,suspend,false,false,ArtiBlock: alt fedi (skinnyver.se;qoto.org;cafkafk.com;disqordia.space;linux.pizza;plus.st;bubbletea.dev;arachnid.town;viridianpatriots.com;thisis.mylegendary.quest;shrine.moe;shitposter.club;mastodon.ml;gleasonator.com;worm.pink;iamterminally.online;blob.cat;asbestos.cafe;unix.dog;dobbs.town;lain.gay;borg.social;gearlandia.haus;suya.place;outerheaven.club;bungle.online;udongein.xyz;sleepy.cafe;stereophonic.space;noagendasocial.com;bae.st),false
chocoflan.net,suspend,false,false,ArtiBlock: alt fedi (poa.st;noagendasocial.com;el-spot.xyz;shitposter.club;lain.com),false
ckpg.space,suspend,false,false,ArtiBlock: alt fedi (noagendasocial.com;angrytoday.com;poa.st;starnix.network),false
clyez.city,suspend,false,false,ArtiBlock: alt fedi (poa.st),false
cocaine.moe,suspend,false,false,ArtiBlock: alt fedi (gleasonator.com;lizards.live;minidisc.tokyo;rdrama.cc;letsalllovela.in;bungle.online;disqordia.space;shitposter.club;suya.place;outerheaven.club;skippers-bin.com;mastodon.ml;udongein.xyz;freecumextremist.com;bbs.kawa-kun.com;seal.cafe;bae.st),false
codingneko.com,suspend,false,false,ArtiBlock: alt fedi (awoo.fai.st;disqordia.space;thejar.club;linux.pizza;brotka.st;udongein.xyz;mastodong.lol;hermitmountain.top;lain.gay;blob.cat;worm.pink;bae.st;letsalllovela.in),false
com.tr,suspend,false,false,ArtiBlock: alt fedi (poa.st),false
commiespace.duckdns.org,suspend,false,false,ArtiBlock: alt fedi (freecumextremist.com;rdrama.cc;shitposter.club;cum.salon;cybre.club;lizards.live),false
communicating.cypherpunk.observer,suspend,false,false,ArtiBlock: dni (rot.gives),false
cosmicfir.es,suspend,false,false,ArtiBlock: dni (stereophonic.space;posting.lolicon.rocks;bae.st;lain.com); alt fedi (inferencium.net;stereophonic.space;posting.lolicon.rocks;bae.st;valkyrie.world;lain.com;gameliberty.club),false
cybre.city,suspend,false,false,ArtiBlock: alt fedi (schelling.pt;lain.com;shitposter.club;mastodon.ml;shadowkat.net;linux.pizza;z0ne.social;posix.gay;shigusegubu.club;queer.hacktivis.me;bbs.kawa-kun.com;shpposter.club;gameliberty.club;bozgor.org;dobbs.town;weeaboo.space;bikeshed.party;blob.cat;freespeechextremist.com),false
cybre.club,suspend,false,false,ArtiBlock: alt fedi (z0ne.social;gameliberty.club;stereophonic.space;outerheaven.club;refuse2.work;suya.place;udongein.xyz;bae.st;novo-atlantis.null.media;a.sinigr.space;the9thcircle.club;mastodon.ml;arachnid.town;shitposter.club;salushnes.solutions;lain.gay;shpposter.club;weeaboo.space;brotka.st;noagendasocial.com),false
derveni.org,suspend,false,false,ArtiBlock: alt fedi (noagendasocial.com;gleasonator.com;shitpost.cloud;bae.st;qoto.org;poa.st;eveningzoo.club),false
devolver.social,suspend,false,false,ArtiBlock: alt fedi (poa.st;sneed.vip),false
donotsta.re,suspend,false,false,ArtiBlock: dni (snowdin.town;disqordia.space;bubbletea.dev;shigusegubu.club;youjo.love),false
dragonchat.org,suspend,false,false,ArtiBlock: dni (babyfurs.social),false
drastical.tech,suspend,false,false,ArtiBlock: alt fedi (freespeechextremist.com;noagendasocial.com),false
eaku.net,suspend,false,false,ArtiBlock: alt fedi (ryona.agency),false
earfolds.com,suspend,false,false,ArtiBlock: dni (unix.dog;blimps.xyz;cubhub.social),false
eble.name,suspend,false,false,ArtiBlock: alt fedi (qoto.org;poa.st),false
epenguin.com,suspend,false,false,ArtiBlock: alt fedi (freespeechextremist.com;gleasonator.com;kazv.moe;rdrama.cc),false
fa.gl,suspend,false,false,ArtiBlock: alt fedi (outerheaven.club;bae.st),false
fai.st,suspend,false,false,ArtiBlock: alt fedi (outerheaven.club;codingneko.com;blob.cat;shitposter.club;udongein.xyz;waifuism.life;mastodon.ml;bungle.online;disqordia.space;brotka.st;letsalllovela.in;lainchan.gay;strelizia.net;lain.gay;weeaboo.space;kotobank.ch;kyaruc.moe;lizards.live;thebag.social;asbestos.cafe;cawfee.club;starnix.network;shrine.moe;netzsphaere.xyz;shigusegubu.club;federated.fun),false
fbievan.live,suspend,false,false,ArtiBlock: alt fedi (linux.pizza;chudbuds.lol),false
firefaithfellowship.com,suspend,false,false,ArtiBlock: alt fedi (noagendasocial.com;gameliberty.club;nicecrew.digital),false
fulltermprivacy.com,suspend,false,false,ArtiBlock: alt fedi (poa.st),false
hayu.sh,suspend,false,false,ArtiBlock: alt fedi (stereophonic.space;asimon.org;cybre.city;cafkafk.com;brotka.st;queer.hacktivis.me;bassam.social;gleasonator.com;poa.st;shitposter.club;bikeshed.party),false
hieron.cc,suspend,false,false,ArtiBlock: alt fedi (blob.cat;brotka.st;cawfee.club;pawlicker.com;psion.co;sleepy.cafe;lain.com;lain.gay),false
inex.rocks,suspend,false,false,ArtiBlock: alt fedi (mastodon.ml;poridge.club;shitposter.club;poa.st;suya.place;starnix.network;arachnid.town;udongein.xyz;disqordia.space;outerheaven.club;vector1.dev),false
inu.is,suspend,false,false,ArtiBlock: alt fedi (poa.st),false
iyasaretai.pw,suspend,false,false,ArtiBlock: alt fedi (bae.st),false
jeena.net,suspend,false,false,ArtiBlock: alt fedi (linux.pizza;cawfee.club;bae.st;starnix.network),false
jordanwages.com,suspend,false,false,ArtiBlock: alt fedi (poa.st;linux.pizza;cobblestone.rocks),false
kalli.st,suspend,false,false,ArtiBlock: alt fedi (outerheaven.club;bungle.online;shitposter.club;noagendasocial.com;poa.st;letsalllovela.in;udongein.xyz;lain.com;bbs.kawa-kun.com),false
kartoffelcheetah.eu,suspend,false,false,ArtiBlock: alt fedi (shitposter.club;brotka.st;masochi.st;lain.com;udongein.xyz;rdrama.cc;shpposter.club;xenofem.me;freespeechextremist.com;thebag.social;bae.st;disqordia.space),false
kijy.de,suspend,false,false,ArtiBlock: alt fedi (mastodon.ml;poa.st),false
killrobot.com,suspend,false,false,ArtiBlock: alt fedi (atyh.cc;starnix.network;freespeechextremist.com;gleasonator.com),false
landofkittens.social,suspend,false,false,ArtiBlock: alt fedi (udongein.xyz;lightnovel-dungeon.de;bubbletea.dev;mastodon.ml;shitposter.club;bae.st;bbs.kawa-kun.com;outerheaven.club;blob.cat;shigusegubu.club),false
leftic.club,suspend,false,false,ArtiBlock: alt fedi (poa.st;shitposter.club),false
lilysthings.org,suspend,false,false,ArtiBlock: alt fedi (bae.st;skinnyver.se;lucasvl.nl;udongein.xyz;waifuism.life),false
linfan.moe,suspend,false,false,ArtiBlock: alt fedi (outerheaven.club;borg.social;shitposter.club;qoto.org;comfysnug.space;brotka.st;lizards.live;mastodon.ml;disqordia.space;skippers-bin.com;plus.st;weeaboo.space;arachnid.town;nicecrew.digital;z0ne.social),false
linux.pizza,suspend,false,false,ArtiBlock: alt fedi (cum.salon),false
lyrenhex.com,suspend,false,false,ArtiBlock: dni (aethy.com),false
magincia.cafe,suspend,false,false,ArtiBlock: alt fedi (disqordia.space;cawfee.club),false
mastodon.beer,suspend,false,false,ArtiBlock: dni (refusal.llc),false
mastodon.gal,suspend,false,false,ArtiBlock: dni (cubhub.social),false
melb.social,suspend,false,false,ArtiBlock: alt fedi (udongein.xyz;freespeechextremist.com;lain.com;weeaboo.space),false
miguelcr.me,suspend,false,false,ArtiBlock: alt fedi (lizards.live;z0ne.social;enes.lv;bubbletea.dev;waifuism.life;lain.com;shitposter.club;novo-atlantis.null.media;poa.st),false
miruku.cafe,suspend,false,false,ArtiBlock: dni (blob.cat;snowdin.town;disqordia.space;nulled.red;refusal.biz;posix.gay;starnix.network),false
monstergirl.space,suspend,false,false,ArtiBlock: alt fedi (valkyrie.world;detroitriotcity.com;minidisc.tokyo;poa.st;queer.hacktivis.me;shitposter.club;cyberstorm.one;varishangout.net;shortstackran.ch),false
moparisthe.best,suspend,false,false,ArtiBlock: alt fedi (linux.pizza;blob.cat;bikeshed.party;minidisc.tokyo;mugicha.club;queer.hacktivis.me;shitposter.club;poa.st),false
mrcippy.xyz,suspend,false,false,ArtiBlock: alt fedi (natehiggers.online),false
n0id.space,suspend,false,false,ArtiBlock: dni (blob.cat;bubbletea.dev;letsalllovela.in;shitposter.club;shota.house),false
nixnet.social,suspend,false,false,ArtiBlock: dni (stereophonic.space;youjo.love;disqordia.space;handholding.io),false
nokes.name,suspend,false,false,ArtiBlock: dni (snowdin.town;woof.tech;cubhub.social),false
nulled.red,suspend,false,false,ArtiBlock: dni (disqordia.space;shitposter.club;letsalllovela.in;refusal.biz;bubbletea.dev;asbestos.cafe;stereophonic.space;worm.pink;lain.com;snowdin.town;decept.org;gleasonator.com;mastodong.lol;starnix.network),false
nya.house,suspend,false,false,ArtiBlock: alt fedi (handholding.io;stereophonic.space;inex.rocks;blob.cat;outerheaven.club;shitposter.club;freespeechextremist.com;miniwa.moe),false
okla.social,suspend,false,false,ArtiBlock: dni (cubhub.social),false
onemanandhisblog.com,suspend,false,false,ArtiBlock: alt fedi (bae.st),false
orwell.fun,suspend,false,false,ArtiBlock: alt fedi (loveisgrief.tk;gleasonator.com;nicecrew.digital;psion.co;poa.st;sheep.network),false
owlper.ch,suspend,false,false,ArtiBlock: dni (gleasonator.com;snowdin.town;shitposter.club;refusal.llc;blob.cat),false
pleroma.id,suspend,false,false,ArtiBlock: alt fedi (minidisc.tokyo;freespeechextremist.com;jir.moe;viridianpatriots.com;shitposter.club;noagendasocial.com),false
poketopia.city,suspend,false,false,ArtiBlock: dni (earfolds.com;aethy.com;blimps.xyz;worm.pink),false
rbq.social,suspend,false,false,ArtiBlock: dni (youjo.love;pawoo.net),false
republic.red,suspend,false,false,ArtiBlock: alt fedi (freespeechextremist.com;noagendasocial.com),false
rucknium.me,suspend,false,false,ArtiBlock: alt fedi (xmrposter.club;poa.st),false
savant.so,suspend,false,false,ArtiBlock: alt fedi (poridge.club;mastodon.ml;udongein.xyz;inex.rocks;suya.place;yggdrasil.social;eientei.org),false
scriptjunkie.us,suspend,false,false,ArtiBlock: alt fedi (shitposter.club;noagendasocial.com;gleasonator.com;mastodon.ml;valkyrie.world;schelling.pt;stereophonic.space;djsumdog.com;chudbuds.lol;mastodong.lol;starnix.network;bikeshed.party;spinster.xyz;pirateradio.social;skippers-bin.com),false
seahorse.sh,suspend,false,false,ArtiBlock: alt fedi (mastodong.lol;starnix.network;cawfee.club;noagendasocial.com;rdrama.cc;rojogato.com),false
shadowkat.net,suspend,false,false,ArtiBlock: alt fedi (borg.social;noagendasocial.com;lainchan.gay;lain.gay;cybre.city;cybre.club;shigusegubu.club;udongein.xyz;kotobank.ch;milker.cafe;disqordia.space;strelizia.net;hornyjail.pro;detroitriotcity.com;skinnyver.se;bubbletea.dev;qoto.org;blob.cat;poa.st;varishangout.net;brotka.st;shitposter.club),false
shunderdo.me,suspend,false,false,ArtiBlock: alt fedi (shitposter.club;brotka.st;poa.st;post.ebin.club;lain.com;decept.org),false
sigterm.wtf,suspend,false,false,ArtiBlock: alt fedi (freespeechextremist.com),false
sinigr.space,suspend,false,false,ArtiBlock: alt fedi (hermitmountain.top;outerheaven.club;blob.cat;lizards.live;suya.place;poa.st;stereophonic.space),false
smokecircle.co,suspend,false,false,ArtiBlock: alt fedi (poa.st;seal.cafe;sleepy.cafe),false
soykaf.com,suspend,false,false,ArtiBlock: alt fedi (fluf.club;cawfee.club;shitposter.club;lain.com;pirateradio.social;queer.hacktivis.me),false
space.jeroenvd.nl,suspend,false,false,ArtiBlock: alt fedi (bae.st),false
spork.org,suspend,false,false,ArtiBlock: alt fedi (brotka.st;lain.com;chudbuds.lol),false
sunisky.club,suspend,false,false,ArtiBlock: dni (pawoo.net;shota.house;blob.cat),false
tonesplace.com,suspend,false,false,ArtiBlock: alt fedi (bae.st),false
tonybark.com,suspend,false,false,ArtiBlock: dni (earfolds.com;cubhub.social),false
touha.me,suspend,false,false,ArtiBlock: alt fedi (bassam.social;lain.com;shadowkat.net;shitposter.club;gleasonator.com;rdrama.cc;bae.st;mastodon.ml;shpposter.club;pengi-san.moe;noagendasocial.com),false
troplo.com,suspend,false,false,ArtiBlock: dni (rdrama.cc;starnix.network;shitposter.club;refusal.biz;plus.st),false
uninsane.org,suspend,false,false,ArtiBlock: alt fedi (poa.st;mastodong.lol;bubbletea.dev;brotka.st;sleepy.cafe),false
unkomaker.hostdon.ne.jp,suspend,false,false,ArtiBlock: alt fedi (poa.st),false
vector1.dev,suspend,false,false,ArtiBlock: alt fedi (mastodon.ml;miku-enthusiast.club;shitposter.club;poridge.club;suya.place;disqordia.space;bae.st;inex.rocks;qoto.org;blob.cat;skippers-bin.com;starnix.network;seal.cafe),false
vnil.de,suspend,false,false,ArtiBlock: alt fedi (xenofem.me;qoto.org;skinnyver.se;bae.st),false
wihel.de,suspend,false,false,ArtiBlock: alt fedi (bae.st),false
woof.tech,suspend,false,false,ArtiBlock: dni (earfolds.com;cubhub.social;chir.rs;snowdin.town),false
woofy.social,suspend,false,false,ArtiBlock: alt fedi (bae.st),false
xxxxxxxxxx.xxx,suspend,false,false,ArtiBlock: alt fedi (bae.st;mastodong.lol),false
xyenon.bid,suspend,false,false,ArtiBlock: dni (pawoo.net;loli.best;hi.moe.tips;mstdn.jp;blob.cat;stereophonic.space),false
yotie.blue,suspend,false,false,ArtiBlock: dni (blimps.xyz;cubhub.social),false
diamondelizaa.com,suspend,false,false,ArtiBlock: dark fedi (poa.st),false
toots.morepablo.com,suspend,false,false,ArtiBlock: dark fedi (poa.st; freespeechextremist.com),false
fedi.site,suspend,false,false,ArtiBlock: dark fedi (ligma.pro alt),false